county_code,farm_acres,cropland_acres,irrigated_acres,crop_totals_sales_measured_in,farm_income_1,xmas_tree_sale,fertilizer_use,chemical_use,fuel_use_$,hired_labor_cost,contract_labor_cost,worker_number,emus_sold,bee_colonies,honey_sold,ornamental_fish,bison_sale,aquatic_plants,mushroom_spawn_sale,grazing_rotation,producer_age_group,state_lower,county,county_acreage_2000,population
155,"364,504","350,906",794,"164,813,000","124,594",NA,"19,401,000","12,429,000","7,675,000","10,061,000","178,000",588,NA,0,0,NA,NA,NA,NA,13,57.1,minnesota,Traverse,375014.4,3360
155,"74,078","29,633",432,"15,100,000","9,708",2,"1,608,000","1,414,000","1,156,000","1,162,000","1,568,000",202,NA,NA,NA,NA,NA,NA,NA,16,62.9,mississippi,Webster,270937.6,9926
155,"296,190","286,670","148,105","159,192,000","288,368",NA,"12,602,000","24,844,000","6,982,000","8,364,000","1,102,000",480,NA,0,0,NA,NA,NA,NA,8,55.4,missouri,Pemiscot,327942.39999999997,15661
155,"479,761","436,188","135,648","225,489,000","64,184",2,"22,688,000","19,877,000","10,290,000","13,741,000","664,000","1,004",NA,177,"12,000",NA,NA,NA,NA,125,56.1,nebraska,Saunders,485644.80000000005,22278
155,"263,740","212,804","11,546","104,041,000","176,611",NA,"16,560,000","14,779,000","8,001,000","12,728,000","5,575,000",960,NA,91,"2,000",NA,NA,NA,NA,55,58.5,north carolina,Robeson,608659.2,116530
155,"123,654","82,006",131,"36,118,000","8,568",17,"4,872,000","2,313,000","2,774,000","5,000,000","480,000",569,0,208,"24,000",NA,NA,1,NA,86,56.4,ohio,Trumbull,406220.80000000005,201977
155,"49,632","16,955",47,"2,193,000",102,1,"690,000","108,000","522,000","2,220,000","100,000",284,NA,239,"25,000",NA,NA,NA,NA,76,61.2,tennessee,Sevier,382547.2,98380
155,"439,886","92,374","1,086","3,712,000","15,627",NA,"575,000","969,000","1,530,000","1,455,000","282,000",133,NA,0,NA,NA,1,NA,NA,19,56.6,texas,Foard,452921.60000000003,1095
163,"134,789","36,522",83,"5,243,000","7,487",4,"1,735,000","453,000","1,648,000","2,397,000","246,000",368,NA,282,"53,000",NA,NA,NA,NA,172,60.9,virginia,Rockbridge,384627.2,22650
159,"42,870","7,983",253,"1,955,000","12,102",NA,"434,000","117,000","734,000","3,330,000","176,000",180,NA,15,"2,000",NA,NA,NA,NA,22,56,georgia,Jasper,239091.19999999998,14588
157,"261,848","216,508",0,"84,422,000","38,220",NA,"12,745,000","9,930,000","3,934,000","4,893,000","62,000",365,NA,109,"23,000",NA,NA,NA,NA,52,57.6,illinois,Randolph,382246.4,30163
157,"222,136","196,970","4,639","118,799,000","26,273",8,"17,603,000","10,522,000","5,377,000","14,322,000","965,000","1,038",NA,141,"34,000",NA,NA,NA,NA,70,55.4,indiana,Tippecanoe,321964.8,186251
157,"339,589","293,662",82,"150,792,000","99,579",2,"20,993,000","14,850,000","7,216,000","13,282,000","1,365,000",768,NA,122,"12,000",NA,NA,NA,NA,98,58.8,iowa,Poweshiek,375148.8,18662
157,"373,206","269,090","40,196","97,391,000","56,379",1,"12,215,000","12,349,000","5,269,000","7,349,000","481,000",470,NA,46,"4,000",NA,NA,NA,NA,49,57.6,kansas,Republic,460998.39999999997,4674
157,"84,676","52,889",70,"17,051,000","14,195",NA,"3,147,000","2,020,000","1,581,000","2,113,000","525,000",272,NA,108,"5,000",NA,NA,NA,NA,77,56.9,kentucky,Marshall,217804.8,31659
157,"329,785","298,460","8,746","160,315,000","41,724",7,"22,309,000","12,683,000","9,539,000","17,955,000","1,366,000","1,451",NA,290,"29,000",NA,1,NA,NA,78,56.4,michigan,Tuscola,584844.8,53323
157,"230,800","175,836","1,735","80,167,000","60,941",5,"13,822,000","6,409,000","7,278,000","14,628,000","810,000",941,NA,143,"8,000",NA,1,NA,NA,87,56.2,minnesota,Wabasha,351891.2,21387
157,"86,790","11,684",0,"2,230,000","-2,410",NA,"373,000","174,000","485,000","479,000","225,000",139,NA,0,NA,NA,NA,NA,NA,13,58.7,mississippi,Wilkinson,440102.39999999997,8587
157,"218,636","124,608","1,392","35,789,000","20,346",NA,"6,067,000","4,087,000","3,071,000","2,382,000","152,000",327,NA,117,"17,000",NA,NA,NA,NA,145,57.7,missouri,Perry,309939.19999999995,18956
157,"441,624","218,126","170,712","98,804,000","52,986",NA,"13,312,000","6,347,000","6,768,000","10,099,000","1,858,000",513,NA,32,"1,000",NA,NA,NA,NA,86,57.3,nebraska,Scotts Bluff,477120,36084
157,"124,613","51,251","2,965","29,340,000","12,438",2,"3,612,000","2,092,000","4,122,000","5,714,000","1,938,000",802,NA,378,"33,000",2,NA,NA,NA,165,58,north carolina,Rockingham,366291.2,91096
157,"143,836","80,075",57,"21,505,000","21,819",11,"3,864,000","1,957,000","4,078,000","6,803,000",0,656,NA,304,"11,000",NA,NA,NA,NA,226,54.3,ohio,Tuscarawas,365747.2,93263
157,"75,404","49,941","2,806","25,893,000","13,556",NA,"3,009,000","2,326,000","1,143,000","3,573,000","659,000",431,NA,142,"20,000",NA,NA,NA,NA,29,59.3,tennessee,Shelby,501523.2,929744
157,"279,483","140,694","9,620","70,215,000","12,921",NA,"10,994,000","8,148,000","4,523,000","11,140,000","802,000","1,117",NA,208,"6,000",NA,NA,NA,NA,146,58.7,texas,Fort Bend,567072,822779
165,"228,542","121,863","5,526","54,341,000","121,897",5,"9,173,000","5,362,000","12,974,000","33,201,000","6,452,000","2,604",NA,583,"53,000",6,NA,NA,NA,318,53.9,virginia,Rockingham,546105.6,83757
161,"71,609","46,327","10,265","28,746,000","41,659",NA,"4,520,000","4,510,000","2,138,000","1,606,000","584,000",211,NA,0,NA,NA,NA,NA,NA,15,54.5,georgia,Jeff Davis,214668.80000000002,14779
159,"178,481","158,227",951,"68,978,000","65,153",NA,"10,855,000","8,207,000","3,458,000","2,619,000","478,000",241,NA,68,0,NA,NA,NA,NA,37,55.6,illinois,Richland,231686.4,15813
159,"161,345","155,938",0,"94,376,000","65,818",NA,"11,315,000","7,611,000","3,580,000","5,975,000","374,000",571,NA,60,0,NA,NA,NA,NA,12,55.7,indiana,Tipton,166662.40000000002,15359
159,"303,198","208,921",0,"50,098,000","60,338",NA,"7,332,000","5,342,000","3,655,000","4,442,000","487,000",384,NA,101,"6,000",NA,NA,NA,NA,127,57.8,iowa,Ringgold,344908.8,4663
159,"463,294","366,052","29,880","84,694,000","112,915",NA,"12,152,000","10,737,000","6,919,000","12,402,000","509,000",744,NA,42,"4,000",NA,NA,NA,NA,21,57.2,kansas,Rice,466112,9427
159,"11,039","2,308",NA,"23,000","-2,850",NA,"4,000",NA,"23,000",NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,46.9,kentucky,Martin,147718.4,11287
159,"151,784","118,101","35,599","167,450,000","39,501",16,"15,306,000","11,946,000","6,941,000","44,233,000","6,472,000","6,446",NA,116,0,NA,1,NA,NA,66,57.8,michigan,Van Buren,697721.6000000001,75587
159,"128,243","75,336","15,735","29,866,000","28,519",1,"4,324,000","2,095,000","2,839,000","2,787,000","28,000",297,NA,82,0,NA,NA,NA,NA,71,56.8,minnesota,Wadena,347520,14065
159,"107,754","17,432",560,"2,999,000","79,848",NA,"838,000","267,000","1,385,000","1,202,000","510,000",299,NA,0,0,NA,NA,NA,NA,51,60.7,mississippi,Winston,390470.4,17714
159,"389,329","240,028",688,"84,855,000","52,483",1,"15,724,000","10,084,000","8,264,000","8,351,000","1,816,000",596,NA,122,"14,000",NA,NA,NA,NA,158,57.6,missouri,Pettis,439257.60000000003,42980
159,"363,385","310,452","138,712","154,240,000","88,805",2,"14,467,000","13,087,000","8,571,000","6,036,000","884,000",582,NA,127,0,NA,NA,NA,NA,89,55.6,nebraska,Seward,368467.2,17609
159,"118,914","67,910",811,"48,073,000","21,008",1,"9,652,000","4,304,000","3,475,000","10,163,000","1,361,000","1,048",0,530,"38,000",NA,1,NA,NA,127,57.1,north carolina,Rowan,335270.4,146875
159,"217,604","196,063",385,"103,467,000","63,426",10,"13,613,000","6,717,000","5,714,000","13,828,000","1,058,000",955,NA,417,"22,000",NA,NA,NA,NA,70,56.7,ohio,Union,279667.2,62784
159,"138,720","44,940",114,"14,879,000","5,547",NA,"2,274,000","1,429,000","1,946,000","1,502,000","1,238,000",502,NA,169,"20,000",NA,NA,NA,NA,136,58.4,tennessee,Smith,208224,19904
159,"102,604","28,355",921,"2,875,000","90,064",NA,"844,000","816,000","1,781,000","2,112,000","1,525,000",299,NA,42,"3,000",NA,NA,NA,NA,45,58.5,texas,Franklin,188652.8,10359
167,"170,285","32,705",0,"2,635,000","4,257",NA,"1,332,000","256,000","1,429,000","1,741,000","265,000",463,NA,203,0,NA,NA,NA,NA,200,55.7,virginia,Russell,305132.8,25781
163,"124,973","69,677","33,642","42,669,000","50,152",3,"7,602,000","4,297,000","2,804,000","5,437,000","303,000",311,NA,65,"2,000",NA,NA,NA,NA,29,59,georgia,Jefferson,338918.39999999997,15709
161,"159,583","132,355","4,800","80,237,000","48,237",6,"10,681,000","5,728,000","3,635,000","3,857,000","252,000",380,NA,245,"43,000",NA,NA,NA,NA,51,58.7,illinois,Rock Island,288742.4,144672
161,"83,024","70,965",NA,"38,334,000","57,712",NA,"5,410,000","3,025,000","1,721,000","890,000","119,000",127,NA,52,0,NA,NA,NA,NA,18,58.5,indiana,Union,105760,7087
161,"353,174","330,692",737,"183,141,000","141,575",NA,"20,836,000","15,035,000","12,425,000","8,857,000","2,279,000",789,NA,12,NA,NA,NA,NA,NA,65,56.5,iowa,Sac,370163.2,9814
161,"214,311","106,110","3,836","32,541,000","21,039",NA,"3,488,000","3,096,000","1,780,000","3,659,000","184,000",459,NA,105,"33,000",NA,1,NA,NA,82,55.9,kansas,Riley,398150.4,71959
161,"132,113","68,700",6,"19,894,000","11,223",NA,"2,414,000","1,698,000","1,848,000","2,156,000","831,000",615,NA,129,"6,000",NA,NA,NA,NA,175,54.9,kentucky,Mason,157824,17120
161,"178,995","150,403","3,978","69,551,000","7,649",31,"12,118,000","5,578,000","4,903,000","9,769,000","639,000","1,243",NA,978,"87,000",NA,7,NA,NA,125,57,michigan,Washtenaw,462419.19999999995,372258
161,"247,045","231,047",0,"132,628,000","95,187",NA,"15,562,000","11,335,000","8,143,000","7,435,000","1,653,000",758,NA,0,0,NA,NA,NA,NA,26,58,minnesota,Waseca,276998.4,18968
161,"81,086","26,453","2,759","12,288,000","11,133",NA,"2,008,000","1,311,000","878,000","783,000",0,162,NA,22,0,NA,NA,NA,NA,54,59.8,mississippi,Yalobusha,316800,12481
161,"159,530","29,437",56,"2,477,000","-2,260",NA,"1,397,000","194,000","1,413,000","1,048,000","281,000",373,NA,38,"5,000",NA,NA,NA,NA,175,58.8,missouri,Phelps,431539.19999999995,44638
161,"1,561,598","301,456","74,068","57,459,000","64,923",NA,"8,752,000","6,107,000","5,681,000","7,498,000","964,000",671,NA,NA,0,NA,3,NA,NA,88,56.8,nebraska,Sheridan,1580793.5999999999,5127
161,"59,921","18,563",76,"3,857,000","25,429",NA,"964,000","186,000","1,289,000","1,076,000","877,000",310,NA,265,"20,000",NA,NA,NA,NA,134,58.6,north carolina,Rutherford,362176,64444
161,"248,341","240,762",0,"123,500,000","96,413",NA,"15,672,000","9,917,000","5,666,000","3,852,000","1,025,000",490,NA,153,"5,000",NA,NA,NA,NA,10,55.8,ohio,Van Wert,262713.6,28931
161,"73,204","22,956",11,"5,336,000","5,466",NA,"816,000","391,000","627,000","653,000","143,000",202,NA,26,"3,000",NA,NA,NA,NA,74,57.5,tennessee,Stewart,315648,13657
161,"414,112","55,720","1,302","4,659,000","4,823",NA,"2,470,000","963,000","3,043,000","3,640,000","1,613,000",628,NA,88,"2,000",NA,NA,NA,NA,257,60.5,texas,Freestone,570963.2,19435
169,"125,354","30,463",14,"3,848,000",762,7,"1,307,000","239,000","1,547,000","534,000","343,000",357,NA,292,"4,000",NA,NA,NA,NA,168,58.3,virginia,Scott,344723.2,21576
165,"79,313","33,403","7,295","18,867,000","38,603",NA,"2,454,000","2,773,000","1,023,000","1,684,000","115,000",115,NA,186,0,NA,NA,NA,NA,22,56.9,georgia,Jenkins,225568,8674
163,"237,206","218,849",496,"112,719,000","47,773",7,"13,963,000","11,726,000","5,419,000","6,244,000","312,000",574,NA,363,"37,000",NA,NA,NA,NA,37,58.3,illinois,St. Clair,431328,257400
163,"63,909","60,995","1,284","38,203,000","46,238",2,"5,839,000","4,351,000","1,358,000","2,096,000","127,000",160,NA,6,NA,NA,NA,NA,NA,11,57.2,indiana,Vanderburgh,150873.6,180136
163,"219,935","201,724","1,862","129,728,000","77,369",3,"15,520,000","12,559,000","6,110,000","7,813,000","515,000",530,NA,116,"5,000",NA,NA,NA,NA,50,56.9,iowa,Scott,299628.8,174669
163,"558,649","320,219","5,749","49,140,000","22,408",NA,"8,049,000","9,796,000","3,833,000","3,220,000","967,000",318,NA,0,0,NA,NA,NA,NA,31,58.9,kansas,Rooks,573030.4,4919
163,"141,054","80,352",27,"28,007,000","11,978",2,"6,176,000","2,749,000","2,392,000","1,758,000","453,000",446,NA,180,"2,000",NA,NA,NA,NA,154,54.3,kentucky,Meade,207500.80000000002,30003
163,"10,037","7,800",576,"22,389,000","8,625",2,"955,000","521,000","1,366,000","7,258,000","200,000",855,NA,"2,403","166,000",NA,NA,11,NA,25,51.1,michigan,Wayne,430208,1793561
163,"76,148","57,763","4,127","54,194,000","25,069",14,"4,809,000","2,170,000","2,324,000","10,271,000","813,000","1,159",NA,182,"58,000",NA,1,NA,NA,110,59.4,minnesota,Washington,270822.4,267568
163,"307,914","167,543","62,786","89,300,000","54,832",NA,"9,662,000","11,624,000","5,111,000","6,730,000","1,052,000",512,NA,"4,532",0,NA,NA,NA,NA,21,58.9,mississippi,Yazoo,597836.8,26743
163,"310,723","207,835","5,030","79,142,000","39,547",NA,"12,424,000","8,478,000","5,397,000","5,335,000","938,000",500,NA,113,0,1,NA,NA,NA,85,59.2,missouri,Pike,438278.39999999997,17587
163,"310,819","158,959","93,262","80,928,000","59,712",NA,"13,234,000","8,606,000","6,913,000","3,553,000","352,000",207,NA,0,NA,NA,1,NA,NA,96,52.2,nebraska,Sherman,365843.2,2959
163,"301,248","209,571","17,886","203,510,000","375,087",NA,"26,036,000","25,024,000","19,243,000","63,023,000","37,853,000","4,571",NA,223,"6,000",3,NA,NA,NA,77,57.2,north carolina,Sampson,606368,59036
163,"31,457","14,006",20,"4,572,000",629,NA,"670,000","250,000","418,000","812,000","146,000",69,NA,5,NA,NA,NA,NA,NA,29,58,ohio,Vinton,265574.39999999997,12800
163,"83,847","31,813",65,"3,340,000",763,1,"1,294,000","329,000","1,154,000","1,137,000","191,000",460,NA,164,"10,000",NA,NA,NA,NA,150,59.4,tennessee,Sullivan,275001.6,158163
163,"677,994","90,864","48,600","69,858,000","31,721",NA,"6,976,000","6,916,000","5,161,000","12,848,000","2,725,000",712,NA,"10,484","816,000",NA,NA,NA,NA,151,59.9,texas,Frio,725939.2,18385
171,"130,659","61,237",893,"20,174,000","36,086",6,"3,635,000","1,773,000","3,345,000","6,191,000","3,245,000",740,NA,275,"4,000",NA,NA,NA,NA,171,59.3,virginia,Shenandoah,328019.19999999995,44186
167,"74,831","25,041","9,099","10,140,000",-94,NA,"2,571,000","1,026,000","886,000","861,000","37,000",112,NA,20,NA,NA,NA,NA,NA,39,56.2,georgia,Johnson,196172.8,9189
165,"144,878","122,313",0,"55,847,000","43,542",NA,"9,242,000","5,211,000","3,016,000","3,496,000","60,000",182,NA,0,0,NA,NA,NA,NA,41,55.8,illinois,Saline,247667.2,23768
165,"123,097","104,367",258,"58,957,000","53,098",NA,"6,858,000","4,284,000","2,359,000","3,959,000","153,000",225,NA,65,0,NA,NA,NA,NA,14,59.9,indiana,Vermillion,166361.6,15439
165,"370,551","343,507",0,"196,147,000","94,502",1,"26,525,000","16,879,000","7,349,000","9,060,000","706,000",756,NA,64,"9,000",NA,NA,NA,NA,64,58.2,iowa,Shelby,378476.8,11746
165,"448,229","323,167","8,641","41,335,000","45,915",NA,"6,205,000","5,609,000","3,549,000","2,744,000","357,000",331,NA,NA,NA,NA,3,NA,NA,32,60,kansas,Rush,459788.8,2956
165,"35,362","8,188",7,"663,000","-1,677",NA,"180,000","17,000","372,000","308,000","14,000",144,NA,75,0,NA,NA,NA,NA,59,55.4,kentucky,Menifee,131859.2,6113
165,"40,208","26,164","4,289","8,704,000","10,461",29,"955,000","360,000","1,070,000","3,022,000","154,000",223,NA,0,"485,000",NA,1,NA,NA,35,55.6,michigan,Wexford,368537.60000000003,33673
165,"252,417","241,120","6,828","146,175,000","139,266",NA,"20,091,000","8,862,000","6,668,000","4,626,000","1,621,000",467,NA,NA,NA,NA,NA,NA,NA,9,56.8,minnesota,Watonwan,281548.8,11253
165,"161,463","126,910","4,462","53,142,000","38,190",2,"6,808,000","5,139,000","2,129,000","1,745,000","890,000",258,NA,81,"10,000",NA,NA,NA,NA,58,59.9,missouri,Platte,273420.80000000005,106718
165,"1,229,719","97,637","41,824","17,619,000","89,520",NA,"2,649,000","2,078,000","3,467,000","3,726,000","395,000",291,NA,81,0,NA,NA,NA,NA,54,57.6,nebraska,Sioux,1323084.8,1135
165,"54,853","28,620",0,"11,551,000","373,136",NA,"2,562,000","2,139,000","1,019,000","2,633,000","1,760,000",124,NA,27,"1,000",NA,NA,NA,NA,5,58.8,north carolina,Scotland,205209.59999999998,34174
165,"90,329","71,243",528,"44,718,000","6,138",4,"4,954,000","3,169,000","2,921,000","8,763,000","460,000",730,0,446,"36,000",1,NA,NA,NA,112,57.2,ohio,Warren,260569.59999999998,242337
165,"160,900","70,580",143,"24,414,000","2,947",NA,"4,496,000","2,156,000","2,744,000","3,731,000","853,000",691,NA,833,"121,000",NA,1,NA,NA,161,58.4,tennessee,Sumner,347596.8,196281
165,"857,942","680,021","197,021","177,327,000","138,662",NA,"23,098,000","18,921,000","15,653,000","17,555,000","3,344,000",862,NA,24,0,NA,NA,NA,NA,24,57.3,texas,Gaines,961817.6,21598
173,"123,214","25,680",28,"3,176,000","8,733",16,"1,628,000","215,000","1,592,000","2,130,000","260,000",382,NA,168,"4,000",NA,NA,NA,NA,100,57.4,virginia,Smyth,289478.4,29800
169,"36,437","7,132",0,"787,000","-3,934",NA,"274,000","57,000","319,000","801,000","193,000",0,NA,14,0,NA,NA,NA,NA,38,54.1,georgia,Jones,253049.59999999998,28347
167,"531,290","496,785",777,"325,891,000","102,479",9,"40,935,000","29,832,000","14,836,000","12,380,000","1,635,000",801,NA,326,"23,000",NA,NA,NA,NA,47,59.1,illinois,Sangamon,561286.4,196343
167,"119,977","100,878","1,634","54,820,000","30,615",3,"7,732,000","5,365,000","2,262,000","2,997,000","129,000",243,NA,78,"5,000",NA,NA,NA,NA,25,60.7,indiana,Vigo,262700.80000000005,106153
167,"483,501","453,455","9,625","277,747,000","217,428",NA,"32,432,000","22,257,000","23,272,000","45,185,000","6,965,000","2,932",NA,66,0,NA,NA,NA,NA,47,53.9,iowa,Sioux,491891.2,35872
167,"492,456","263,324",458,"33,000,000","24,845",NA,"6,200,000","5,478,000","3,203,000","2,541,000","292,000",278,NA,NA,NA,NA,NA,NA,NA,52,61.5,kansas,Russell,575347.2,6691
167,"136,446","59,668",32,"12,034,000","2,691",NA,"2,368,000","832,000","2,146,000","4,952,000","578,000",561,NA,240,"31,000",NA,NA,NA,NA,260,54,kentucky,Mercer,161990.40000000002,22641
167,"428,148","414,596","1,227","184,681,000","99,332",NA,"24,323,000","16,302,000","9,891,000","8,882,000","529,000",751,NA,NA,NA,NA,NA,NA,NA,2,56.8,minnesota,Wilkin,481043.2,6506
167,"359,464","103,448","2,419","11,019,000","15,952",NA,"4,691,000","833,000","4,042,000","3,344,000","631,000",771,NA,261,"40,000",NA,NA,NA,NA,380,55.5,missouri,Polk,411174.4,31519
167,"266,226","203,713","34,545","94,566,000","47,125",NA,"14,620,000","7,861,000","7,299,000","4,209,000","418,000",373,NA,12,0,NA,NA,NA,NA,71,55.2,nebraska,Stanton,275878.4,5842
167,"95,867","54,226",131,"22,512,000","44,878",1,"4,626,000","2,841,000","2,413,000","4,385,000","743,000",351,NA,79,"7,000",NA,NA,NA,NA,107,57.9,north carolina,Stanly,258726.4,62504
167,"144,406","56,999",584,"23,320,000","6,499",7,"3,878,000","1,183,000","1,946,000","4,534,000","259,000",712,NA,95,"5,000",NA,NA,NA,NA,192,57.4,ohio,Washington,409696,59771
167,"173,346","147,588","7,822","75,375,000","38,668",NA,"12,733,000","11,062,000","3,823,000","3,369,000","137,000",496,NA,254,"22,000",NA,NA,NA,NA,59,57,tennessee,Tipton,303820.80000000005,60970
167,"73,125","16,984","1,107","4,488,000","-9,337",NA,"485,000","287,000","1,089,000","1,729,000","229,000",401,NA,336,"187,000",NA,NA,NA,NA,93,56.1,texas,Galveston,558675.2,350682
175,"141,942","97,580","1,624","61,846,000","81,949",NA,"9,242,000","9,175,000","2,992,000","4,971,000","1,017,000",294,NA,46,"6,000",NA,NA,NA,NA,22,59.6,virginia,Southampton,385504,17996
171,"32,325","10,155",240,"3,971,000","78,216",2,"700,000","247,000","525,000","1,605,000","462,000",165,NA,131,"13,000",NA,NA,4,NA,42,59.5,georgia,Lamar,118905.59999999999,18500
169,"211,863","153,839","2,362","75,150,000","67,123",NA,"10,078,000","7,858,000","4,088,000","5,762,000","462,000",371,NA,30,0,NA,NA,NA,NA,29,59.2,illinois,Schuyler,282489.6,6902
169,"211,239","190,281","1,788","95,209,000","40,350",NA,"14,754,000","8,119,000","7,208,000","6,109,000","938,000",716,NA,0,0,NA,NA,NA,NA,38,58.7,indiana,Wabash,269484.8,30976
169,"304,022","284,215",378,"164,285,000","56,287",4,"22,719,000","12,022,000","6,648,000","11,945,000","795,000","1,138",NA,309,"10,000",NA,1,NA,NA,80,57.1,iowa,Story,367168,98537
169,"358,243","223,309","4,855","38,816,000","16,648",NA,"6,703,000","6,288,000","3,375,000","2,679,000","231,000",360,NA,46,0,NA,1,NA,NA,40,58.6,kansas,Saline,461619.19999999995,54303
169,"138,477","58,573",43,"20,433,000","9,495",NA,"4,967,000","1,099,000","2,435,000","3,479,000","429,000",775,NA,173,"8,000",NA,NA,NA,NA,191,54.9,kentucky,Metcalfe,186214.4,10286
169,"268,663","180,797",27,"69,888,000","45,853",11,"13,167,000","6,324,000","8,741,000","16,887,000","809,000","1,105",NA,140,"11,000",NA,1,NA,NA,147,55.4,minnesota,Winona,410617.60000000003,49671
169,"111,469","24,240",248,"1,286,000","11,893",NA,"1,252,000","132,000","1,060,000","637,000","126,000",174,NA,43,"1,000",NA,NA,NA,NA,74,58.2,missouri,Pulaski,352902.39999999997,53955
169,"325,649","251,004","128,372","128,760,000","100,847",NA,"14,492,000","13,431,000","7,218,000","7,412,000","402,000",441,NA,17,NA,NA,NA,NA,NA,65,56.8,nebraska,Thayer,368192,5034
169,"92,904","34,430",415,"12,420,000","11,526",NA,"2,187,000","763,000","1,862,000","3,249,000","508,000",546,NA,256,"24,000",NA,1,4,NA,102,59.4,north carolina,Stokes,291769.6,44520
169,"251,996","204,037",927,"81,357,000","36,744",12,"12,418,000","6,374,000","10,200,000","24,669,000","6,503,000","2,246",NA,626,"26,000",1,1,NA,NA,296,49.7,ohio,Wayne,356038.39999999997,116894
169,"42,593","10,849",56,"1,210,000","3,397",NA,"608,000","157,000","400,000","229,000","143,000",146,NA,39,0,NA,NA,NA,NA,77,57.5,tennessee,Trousdale,74649.6,11615
169,"415,739","68,341","8,877","16,729,000","13,777",2,"1,729,000","2,603,000","1,869,000","1,915,000","209,000",183,NA,NA,NA,NA,NA,NA,NA,38,58,texas,Garza,573561.6000000001,5816
177,"41,674","16,725",96,"4,369,000","2,850",10,"1,191,000","366,000","825,000","1,644,000","145,000",369,NA,247,"27,000",NA,NA,NA,NA,68,60,virginia,Spotsylvania,263852.8,140032
173,"46,773","25,387","7,275","22,638,000","34,286",NA,"3,644,000","3,568,000","1,096,000","1,755,000","1,001,000",550,NA,218,0,NA,NA,NA,NA,4,55.3,georgia,Lanier,127891.20000000001,9877
171,"155,444","131,814","6,300","69,411,000","105,041",NA,"10,298,000","5,256,000","2,322,000","1,730,000","86,000",186,NA,NA,NA,NA,NA,NA,NA,15,58.9,illinois,Scott,161772.80000000002,4949
171,"187,854","167,915","7,092","104,172,000","98,311",2,"13,573,000","7,984,000","4,986,000","5,584,000","167,000",277,NA,45,"4,000",NA,NA,NA,NA,28,55.1,indiana,Warren,234624,8440
171,"406,984","362,156",79,"197,025,000","70,804",1,"26,387,000","18,958,000","7,630,000","9,037,000","452,000",673,NA,0,0,NA,1,NA,NA,62,57.6,iowa,Tama,462316.8,17135
171,"460,338","365,676","29,117","86,926,000","244,213",NA,"11,729,000","12,138,000","8,848,000","23,854,000","1,060,000",630,NA,0,0,NA,NA,NA,NA,6,59.1,kansas,Scott,459289.6,5151
171,"159,857","61,118",53,"17,054,000","42,627",NA,"4,412,000","1,315,000","3,065,000","5,376,000","1,310,000",538,NA,35,0,NA,NA,NA,NA,147,54.4,kentucky,Monroe,212550.40000000002,11338
171,"240,651","203,685","6,837","112,931,000","25,886",8,"13,742,000","6,353,000","8,234,000","21,209,000","2,054,000","1,606",NA,258,0,NA,1,NA,NA,94,56.7,minnesota,Wright,457209.6,141337
171,"264,311","132,591",0,"22,460,000","35,370",NA,"5,032,000","2,599,000","3,844,000","6,438,000","376,000",440,NA,62,NA,NA,NA,1,NA,81,59.3,missouri,Putnam,332582.39999999997,4681
171,"388,140","7,406","2,587","2,027,000","52,851",NA,"199,000","116,000","1,014,000","1,753,000","297,000",136,NA,NA,NA,NA,NA,NA,NA,38,54.8,nebraska,Thomas,456736,669
171,"152,452","72,974",590,"49,393,000","70,883",3,"9,105,000","3,564,000","7,143,000","9,209,000","4,866,000","1,154",NA,525,"32,000",NA,2,NA,NA,145,58.2,north carolina,Surry,344185.6,71359
171,"210,592","189,883","3,844","81,114,000","35,173",NA,"12,450,000","6,204,000","4,259,000","5,216,000","1,044,000",587,NA,83,0,NA,NA,NA,NA,45,58.7,ohio,Williams,270752,37102
171,"5,981","2,609",12,0,"-2,622",NA,"76,000","26,000","105,000",0,0,86,NA,32,"1,000",NA,NA,NA,NA,12,60.2,tennessee,Unicoi,119353.6,17928
171,"679,995","73,897","2,811","7,023,000","-5,918",NA,"2,508,000","997,000","3,677,000","4,520,000","1,569,000",789,NA,89,"4,000",NA,2,NA,NA,499,60.7,texas,Gillespie,679347.2,26725
179,"17,253","10,076",10,"3,835,000","-11,332",NA,"1,028,000","448,000","451,000","948,000","82,000",61,NA,114,"25,000",NA,NA,NA,NA,36,59.1,virginia,Stafford,179168,156927
175,"154,799","42,701","9,326","18,389,000","10,668",NA,"5,122,000","2,190,000","1,678,000","984,000","554,000",193,NA,238,"25,000",NA,NA,NA,NA,42,60.2,georgia,Laurens,523846.4,49570
173,"362,400","325,665",0,"175,046,000","66,558",3,"23,007,000","14,769,000","8,271,000","7,044,000","295,000",676,NA,63,"4,000",NA,NA,NA,NA,98,57.5,illinois,Shelby,491552,20990
173,"105,252","86,405",57,"45,791,000","32,047",NA,"7,119,000","4,996,000","1,857,000","2,039,000","21,000",176,NA,19,0,NA,NA,NA,NA,51,60.1,indiana,Warrick,250150.40000000002,63898
173,"288,530","225,275",0,"84,304,000","65,411",NA,"9,277,000","6,441,000","4,878,000","4,511,000","242,000",377,NA,0,0,NA,NA,NA,NA,58,59.4,iowa,Taylor,342291.2,5896
173,"496,568","408,872","40,381","94,977,000","18,655",4,"14,611,000","13,284,000","8,353,000","5,586,000","529,000",783,NA,175,"2,000",NA,2,NA,NA,74,57.4,kansas,Sedgwick,646022.4,523824
